date,price,return1,ex_post_return1,vix1,skew_close,log_return,vix1_log,skew_close_log
06/02/1995,481.14,0.005223132,-0.000685871,11.22,114.260002,0.52095,2.4176979,4.738476571
07/02/1995,480.81,-0.000685871,0.000790333,11.17,114.300003,-0.06861,2.413231613,4.738826597
08/02/1995,481.19,0.000790333,-0.002078181,11.42,111.099998,0.079,2.435366204,4.710430679
09/02/1995,480.19,-0.002078181,0.002644786,11.63,112.690002,-0.20803,2.453587967,4.724640704
10/02/1995,481.46,0.002644786,0.000394633,11.28,113.040001,0.26413,2.423031246,4.727741747
13/02/1995,481.65,0.000394633,0.001868577,11.41,114.160004,0.03946,2.434490164,4.737601008
14/02/1995,482.55,0.001868577,0.004123925,11.43,114.050003,0.18668,2.436241478,4.736636975
15/02/1995,484.54,0.004123925,0.001403393,11.52,113.919998,0.41154,2.444084655,4.73549643
16/02/1995,485.22,0.001403393,-0.006697993,11.61,114.949997,0.14024,2.451866796,4.744497225
17/02/1995,481.97,-0.006697993,0.00159761,11.71,114.68,-0.67205,2.460443178,4.742145641
21/02/1995,482.74,0.00159761,0.004826615,12.05,114.980003,0.15963,2.48906466,4.744758226
22/02/1995,485.07,0.004826615,0.003793267,11.39,113.870003,0.4815,2.432735777,4.735057473
23/02/1995,486.91,0.003793267,0.002464521,11.15,113.470001,0.37861,2.411439498,4.731538494
24/02/1995,488.11,0.002464521,-0.00880949,10.84,113.209999,0.24615,2.383242996,4.729244492
27/02/1995,483.81,-0.00880949,0.007399599,12.51,114.730003,-0.88485,2.526528324,4.742581568
28/02/1995,487.39,0.007399599,-0.003570036,11.75,113.050003,0.73724,2.463853241,4.727830225
01/03/1995,485.65,-0.003570036,-0.00107073,11.65,112.400002,-0.35764,2.45530618,4.722063955
02/03/1995,485.13,-0.00107073,0.000597778,12.02,112.040001,-0.10713,2.486571929,4.718855959
03/03/1995,485.42,0.000597778,0.000432615,11.45,110.660004,0.05976,2.43798973,4.706462474
06/03/1995,485.63,0.000432615,-0.007227725,12.17,112.360001,0.04325,2.498973907,4.721708011
07/03/1995,482.12,-0.007227725,0.002115656,14.22,122.239998,-0.7254,2.654649424,4.805986309
08/03/1995,483.14,0.002115656,4.14E-05,13.72,119.080002,0.21134,2.618854622,4.779795553
09/03/1995,483.16,4.14E-05,0.013266827,13.36,119.940002,0.00414,2.592265168,4.786991634
10/03/1995,489.57,0.013266827,0.000980452,12.38,114.32,1.31796,2.516082267,4.739001534
13/03/1995,490.05,0.000980452,0.005795327,12.15,116.5,0.098,2.49732917,4.757891273
14/03/1995,492.89,0.005795327,-0.002049139,12.1,110.32,0.57786,2.493205453,4.703385233
15/03/1995,491.88,-0.002049139,0.007176547,12.42,108.739998,-0.20512,2.519308077,4.688959693
16/03/1995,495.41,0.007176547,0.000222038,11.95,110.129997,0.71509,2.480731278,4.701661459
17/03/1995,495.52,0.000222038,0.001271392,11.8,111.18,0.0222,2.468099531,4.71115051
20/03/1995,496.15,0.001271392,-0.002176761,11.34,112.089996,0.12706,2.428336298,4.719302084
21/03/1995,495.07,-0.002176761,0.00121195,11.53,112.120003,-0.21791,2.444952334,4.719569753
22/03/1995,495.67,0.00121195,0.000564892,11.29,112.760002,0.12112,2.423917378,4.725261684
23/03/1995,495.95,0.000564892,0.010121988,11.43,113.900002,0.05647,2.436241478,4.735320888
24/03/1995,500.97,0.010121988,0.004451364,11.19,115.620003,1.00711,2.415020522,4.750308978
27/03/1995,503.2,0.004451364,0.001391097,11.83,116.150002,0.44415,2.470638678,4.754882476
28/03/1995,503.9,0.001391097,-0.001547926,11.33,116.309998,0.13901,2.427454075,4.756259023
29/03/1995,503.12,-0.001547926,-0.001788838,12.51,115.68,-0.15491,2.526528324,4.750827758
30/03/1995,502.22,-0.001788838,-0.00300665,12.62,116.269997,-0.17904,2.535282857,4.755915047
31/03/1995,500.71,-0.00300665,0.002276767,13.37,115.879997,-0.30112,2.593013391,4.752555147
03/04/1995,501.85,0.002276767,0.006755006,13.5,116.129997,0.22742,2.602689685,4.754710227
04/04/1995,505.24,0.006755006,0.000653155,12.62,117.010002,0.67323,2.535282857,4.762259418
05/04/1995,505.57,0.000653155,0.001008762,12.96,116.870003,0.06529,2.561867691,4.761062232
06/04/1995,506.08,0.001008762,0.000671831,12.81,116.629997,0.10083,2.550226116,4.759006505
07/04/1995,506.42,0.000671831,0.001165041,12.85,115.639999,0.06716,2.553343811,4.750481909
10/04/1995,507.01,0.001165041,-0.002919075,12.79,116.599998,0.11644,2.548663616,4.758749257
11/04/1995,505.53,-0.002919075,0.00324412,12.73,114.68,-0.29233,2.543961413,4.742145641
12/04/1995,507.17,0.00324412,0.004061754,12.04,116.540001,0.32389,2.48823444,4.75823457
13/04/1995,509.23,0.004061754,-0.006087622,11.48,121.169998,0.40535,2.440606391,4.797194502
17/04/1995,506.13,-0.006087622,-0.001501591,12.33,113.620003,-0.61062,2.512035317,4.732859574
18/04/1995,505.37,-0.001501591,-0.000890437,12.96,115.269997,-0.15027,2.561867691,4.747277177
19/04/1995,504.92,-0.000890437,0.000732789,13.09,117.849998,-0.08908,2.57184858,4.769412612
20/04/1995,505.29,0.000732789,0.006332997,12.1,115.290001,0.07325,2.493205453,4.747450702
21/04/1995,508.49,0.006332997,0.008653071,11.86,117.739998,0.6313,2.473171394,4.768478787
24/04/1995,512.89,0.008653071,-0.001540291,11.92,116.730003,0.86158,2.478217662,4.759863601
25/04/1995,512.1,-0.001540291,0.001093536,12.41,114.230003,-0.15415,2.518502599,4.738213986
26/04/1995,512.66,0.001093536,0.001736043,12.28,113.18,0.10929,2.507971923,4.728979472
27/04/1995,513.55,0.001736043,0.002258787,11.93,112.470001,0.17345,2.479056236,4.722686528
28/04/1995,514.71,0.002258787,-0.000874279,11.75,115.529999,0.22562,2.463853241,4.749530228
01/05/1995,514.26,-0.000874279,0.001166725,12.14,113.879997,-0.08747,2.496505786,4.735145236
02/05/1995,514.86,0.001166725,0.010915589,11.88,113.620003,0.1166,2.474856314,4.732859574
03/05/1995,520.48,0.010915589,0.000115278,11.69,115.43,1.08564,2.458733775,4.748664286
04/05/1995,520.54,0.000115278,-0.000806854,12.64,117.019997,0.01153,2.536866389,4.762344835
05/05/1995,520.12,-0.000806854,0.007382912,12.06,118.129997,-0.08072,2.489894191,4.771785688
08/05/1995,523.96,0.007382912,-0.000763417,12.22,115.059998,0.73558,2.503073954,4.745453714
09/05/1995,523.56,-0.000763417,0.001528001,12.75,114.970001,-0.07637,2.545531272,4.744671233
10/05/1995,524.36,0.001528001,1.91E-05,13.08,115.519997,0.15268,2.571084346,4.749443649
11/05/1995,524.37,1.91E-05,0.002250319,12.98,115.400002,0.00191,2.563409711,4.748404371
12/05/1995,525.55,0.002250319,0.004167063,11.84,116.949997,0.22478,2.471483629,4.761746467
15/05/1995,527.74,0.004167063,0.000852693,12.38,116.220001,0.41584,2.516082267,4.755484955
16/05/1995,528.19,0.000852693,-0.002120449,12.2,115.620003,0.08523,2.501435952,4.750308978
17/05/1995,527.07,-0.002120449,-0.014210636,12.36,116.830002,-0.21227,2.514465452,4.760719904
18/05/1995,519.58,-0.014210636,-0.000750606,13.13,116.040001,-1.43126,2.574899688,4.753934968
19/05/1995,519.19,-0.000750606,0.008590304,12.81,117.919998,-0.07509,2.550226116,4.770006411
22/05/1995,523.65,0.008590304,0.009433782,11.68,114.07,0.85536,2.457877977,4.736812295
23/05/1995,528.59,0.009433782,3.78E-05,11.55,113.360001,0.93896,2.446685437,4.730568604
24/05/1995,528.61,3.78E-05,-3.78E-05,11.26,112.919998,0.00378,2.421256623,4.726679586
25/05/1995,528.59,-3.78E-05,-0.009345618,11.63,115.029999,-0.00378,2.453587967,4.745192955
26/05/1995,523.65,-0.009345618,-0.000133677,12.2,114.529999,-0.93896,2.501435952,4.740836789
30/05/1995,523.58,-0.000133677,0.018755491,12.52,112.910004,-0.01337,2.527327366,4.726591077
31/05/1995,533.4,0.018755491,0.000168729,12.85,110.599998,1.85818,2.553343811,4.705920071
01/06/1995,533.49,0.000168729,-0.00183696,12.21,111.800003,0.01687,2.502255288,4.716711588
02/06/1995,532.51,-0.00183696,0.005802708,12.98,114.029999,-0.18386,2.563409711,4.736461563
05/06/1995,535.6,0.005802708,-9.34E-05,13.45,112.339996,0.57859,2.598979106,4.721529951
06/06/1995,535.55,-9.34E-05,-0.004518719,13,112.540001,-0.00934,2.564949357,4.723308723
07/06/1995,533.13,-0.004518719,-0.001463058,12.84,112.839996,-0.4529,2.552565298,4.725970851
08/06/1995,532.35,-0.001463058,-0.008284024,12.89,111.940002,-0.14641,2.556451817,4.717963031
09/06/1995,527.94,-0.008284024,0.005568815,12.76,114.43,-0.83185,2.546315278,4.739963282
12/06/1995,530.88,0.005568815,0.009738547,11.91,116.410004,0.55534,2.477378383,4.757118477
13/06/1995,536.05,0.009738547,0.000783509,11.29,115.529999,0.96914,2.423917378,4.749530228
14/06/1995,536.47,0.000783509,0.001211624,11.29,113.269997,0.07832,2.423917378,4.729774323
15/06/1995,537.12,0.001211624,0.005045427,11.23,114.040001,0.12109,2.418588769,4.736549273
16/06/1995,539.83,0.005045427,0.009984625,10.75,111.980003,0.50327,2.374905755,4.718320311
19/06/1995,545.22,0.009984625,-0.000440189,11.21,110.370003,0.99351,2.416806237,4.703838385
20/06/1995,544.98,-0.000440189,-0.00183493,11.16,111.269997,-0.04403,2.412335957,4.711959653
21/06/1995,543.98,-0.00183493,0.013033567,11.32,108.040001,-0.18366,2.426571073,4.682501538
22/06/1995,551.07,0.013033567,-0.002467926,11.44,107.639999,1.29494,2.437115986,4.678792317
23/06/1995,549.71,-0.002467926,-0.010150807,11.12,109.419998,-0.2471,2.408745289,4.69519367
26/06/1995,544.13,-0.010150807,-0.003124253,11.8,109.230003,-1.02027,2.468099531,4.693455778
27/06/1995,542.43,-0.003124253,0.004240178,12.37,108.010002,-0.31291,2.515274186,4.682223834
28/06/1995,544.73,0.004240178,-0.001578764,11.74,108.970001,0.42312,2.463001814,4.691072624
29/06/1995,543.87,-0.001578764,0.001618034,11.59,110.989998,-0.158,2.450142657,4.709440089
30/06/1995,544.75,0.001618034,0.004295548,11.38,108.940002,0.16167,2.431857429,4.69079729
03/07/1995,547.09,0.004295548,0.000310735,11.57,111.699997,0.42863,2.448415541,4.715816679
05/07/1995,547.26,0.000310735,0.012297628,12.1,110.529999,0.03107,2.493205453,4.705286968
06/07/1995,553.99,0.012297628,0.004296106,11.52,109.360001,1.22226,2.444084655,4.694645202
07/07/1995,556.37,0.004296106,0.001473839,11.77,111.209999,0.42869,2.465553921,4.711420297
10/07/1995,557.19,0.001473839,-0.004325275,12.19,108.989998,0.14728,2.500615943,4.691256117
11/07/1995,554.78,-0.004325275,0.011013375,12.25,108.839996,-0.43347,2.505525937,4.689878877
12/07/1995,560.89,0.011013375,0.000196117,12.31,108.230003,1.09532,2.51041194,4.68425862
13/07/1995,561,0.000196117,-0.00197861,12.56,107.790001,0.01961,2.530517161,4.680184899
14/07/1995,559.89,-0.00197861,0.005054564,12.08,107.389999,-0.19806,2.491551193,4.676467059
17/07/1995,562.72,0.005054564,-0.007570372,12.26,107.230003,0.50418,2.506341931,4.674976088
18/07/1995,558.46,-0.007570372,-0.013393976,12.68,106.940002,-0.75992,2.540025949,4.672267948
19/07/1995,550.98,-0.013393976,0.004646267,13.49,107.980003,-1.34845,2.60194867,4.681946053
20/07/1995,553.54,0.004646267,0.000144524,12.78,108.300003,0.46355,2.547881449,4.684905182
21/07/1995,553.62,0.000144524,0.005436942,12.37,108.419998,0.01445,2.515274186,4.686012555
24/07/1995,556.63,0.005436942,0.008030469,12.55,109.739998,0.54222,2.529720666,4.698113913
25/07/1995,561.1,0.008030469,0.000908929,12.77,109.110001,0.79984,2.54709867,4.692356557
26/07/1995,561.61,0.000908929,0.006427948,13.18,108.709999,0.09085,2.578700529,4.688683777
27/07/1995,565.22,0.006427948,-0.00405152,13.18,112.389999,0.64074,2.578700529,4.721974957
28/07/1995,562.93,-0.00405152,-0.001545485,13.18,113.059998,-0.40597,2.578700529,4.727918634
31/07/1995,562.06,-0.001545485,-0.00430559,13.49,109.510002,-0.15467,2.60194867,4.696015888
01/08/1995,559.64,-0.00430559,-0.001500965,13.56,111.279999,-0.43149,2.607124283,4.712049539
02/08/1995,558.8,-0.001500965,-8.95E-05,13.66,109.25,-0.15021,2.614471854,4.693638834
03/08/1995,558.75,-8.95E-05,0.000340045,13.78,110.839996,-0.00895,2.623218266,4.708087684
04/08/1995,558.94,0.000340045,0.00195012,13.21,110.910004,0.034,2.580974119,4.708719098
07/08/1995,560.03,0.00195012,0.000642823,13.1,109.110001,0.19482,2.57261223,4.692356557
08/08/1995,560.39,0.000642823,-0.001213441,13.06,111.080002,0.06426,2.569554124,4.71025068
09/08/1995,559.71,-0.001213441,-0.004037805,12.75,109.129997,-0.12142,2.545531272,4.692539805
10/08/1995,557.45,-0.004037805,-0.004197686,13,110.660004,-0.4046,2.564949357,4.706462474
11/08/1995,555.11,-0.004197686,0.008340689,12.9,112.639999,-0.42065,2.557227311,4.724196884
14/08/1995,559.74,0.008340689,-0.002090256,13.24,113.800003,0.83061,2.583242551,4.734442548
15/08/1995,558.57,-0.002090256,0.0025064,12.35,111.849998,-0.20924,2.513656063,4.71715867
16/08/1995,559.97,0.0025064,-0.001660803,12.45,113.599998,0.25033,2.521720623,4.732683489
17/08/1995,559.04,-0.001660803,0.000304093,12.13,112.489998,-0.16622,2.495681723,4.722864311
18/08/1995,559.21,0.000304093,-0.001967061,12.03,113.779999,0.0304,2.48740353,4.734266751
21/08/1995,558.11,-0.001967061,0.002526384,13.42,114.169998,-0.1969,2.596746132,4.737688548
22/08/1995,559.52,0.002526384,-0.004253646,12.6,114.5,0.25232,2.533696814,4.740574823
23/08/1995,557.14,-0.004253646,0.000574362,13.17,113.589996,-0.42627,2.577941516,4.732595439
24/08/1995,557.46,0.000574362,0.004735766,12.94,114.68,0.05742,2.560323289,4.742145641
25/08/1995,560.1,0.004735766,-0.001874665,12.33,114.339996,0.47246,2.512035317,4.739176431
28/08/1995,559.05,-0.001874665,0.001699311,12.48,113.059998,-0.18764,2.524127363,4.727918634
29/08/1995,560,0.001699311,0.001642857,12.65,114.440002,0.16979,2.537657215,4.740050686
30/08/1995,560.92,0.001642857,0.001711474,12.03,114.220001,0.16415,2.48740353,4.738126422
31/08/1995,561.88,0.001711474,0.003488289,11.52,112.510002,0.171,2.444084655,4.723042124
01/09/1995,563.84,0.003488289,0.009453036,11.29,113.620003,0.34822,2.423917378,4.732859574
05/09/1995,569.17,0.009453036,0.001756944,11.65,112.089996,0.94086,2.45530618,4.719302084
06/09/1995,570.17,0.001756944,0.000210464,11.65,114.57,0.17554,2.45530618,4.74118599
07/09/1995,570.29,0.000210464,0.00419085,11.85,113.599998,0.02104,2.472327868,4.732683489
08/09/1995,572.68,0.00419085,0.002147796,11.16,115.019997,0.41821,2.412335957,4.745106
11/09/1995,573.91,0.002147796,0.004530327,11.51,115.809998,0.21455,2.443216223,4.7519509
12/09/1995,576.51,0.004530327,0.00392014,11.46,116.360001,0.45201,2.438862711,4.756688842
13/09/1995,578.77,0.00392014,0.008362562,11.35,117.410004,0.39125,2.429217744,4.765672117
14/09/1995,583.61,0.008362562,-0.000445503,11.1,117.230003,0.83278,2.406945108,4.764137843
15/09/1995,583.35,-0.000445503,-0.000994257,11.58,119.040001,-0.04456,2.449279472,4.779459579
18/09/1995,582.77,-0.000994257,0.002453798,12.34,119.529999,-0.09948,2.512846018,4.783567378
19/09/1995,584.2,0.002453798,0.004399178,12.67,119.209999,0.24508,2.539236994,4.780886635
20/09/1995,586.77,0.004399178,-0.006425005,12.35,118.989998,0.43895,2.513656063,4.779039439
21/09/1995,583,-0.006425005,-0.002178388,12.5,116.150002,-0.64457,2.525728644,4.754882476
22/09/1995,581.73,-0.002178388,0.000137521,12.46,118.629997,-0.21808,2.522523513,4.77600938
25/09/1995,581.81,0.000137521,-0.00068751,13.22,117.400002,0.01375,2.581730834,4.765586924
26/09/1995,581.41,-0.00068751,-0.000636384,12.9,117.360001,-0.06877,2.557227311,4.765246142
27/09/1995,581.04,-0.000636384,0.008312681,12.9,119.389999,-0.06366,2.557227311,4.782395437
28/09/1995,585.87,0.008312681,-0.00249202,12.46,117.910004,0.82783,2.522523513,4.769921656
29/09/1995,584.41,-0.00249202,-0.004602933,12.74,115.349998,-0.24951,2.54474665,4.747970967
02/10/1995,581.72,-0.004602933,0.001065805,13.95,117.480003,-0.46136,2.635479508,4.766268132
03/10/1995,582.34,0.001065805,-0.001493973,14.5,118.989998,0.10652,2.674148649,4.779039439
04/10/1995,581.47,-0.001493973,0.001994944,14.86,118.290001,-0.14951,2.698673039,4.773139245
05/10/1995,582.63,0.001994944,-0.00024029,15.74,118.559998,0.1993,2.756205243,4.775419145
06/10/1995,582.49,-0.00024029,-0.007073083,13.98,118.199997,-0.02403,2.637627737,4.77237808
09/10/1995,578.37,-0.007073083,-0.001469647,14.85,117.519997,-0.70982,2.697999865,4.766608506
10/10/1995,577.52,-0.001469647,0.003359191,14.97,119.150002,-0.14707,2.706048198,4.78038322
11/10/1995,579.46,0.003359191,0.006281711,14.57,118.839996,0.33536,2.67896462,4.777778017
12/10/1995,583.1,0.006281711,0.00240096,14.24,119.949997,0.62621,2.656054906,4.787074964
13/10/1995,584.5,0.00240096,-0.00251497,13.67,118,0.23981,2.615203651,4.770684624
16/10/1995,583.03,-0.00251497,0.006431916,14.62,119.470001,-0.25181,2.682390454,4.783065302
17/10/1995,586.78,0.006431916,0.001124783,14.03,121.639999,0.64113,2.641197894,4.801065855
18/10/1995,587.44,0.001124783,0.005464388,14.05,120.110001,0.11242,2.642622396,4.788407998
19/10/1995,590.65,0.005464388,-0.00540083,13.55,121.68,0.54495,2.606386547,4.801394648
20/10/1995,587.46,-0.00540083,-0.004085385,13.46,119.720001,-0.54155,2.599722324,4.785155691
23/10/1995,585.06,-0.004085385,0.002529655,14.17,117.779999,-0.40938,2.651127054,4.768818469
24/10/1995,586.54,0.002529655,-0.006938998,13.85,117.089996,0.25265,2.628285233,4.762942836
25/10/1995,582.47,-0.006938998,-0.009871753,14.49,116.360001,-0.69632,2.673458756,4.756688842
26/10/1995,576.72,-0.009871753,0.005167152,15.59,115.43,-0.99208,2.746629683,4.748664286
27/10/1995,579.7,0.005167152,0.006123857,14.63,116.830002,0.51538,2.683074215,4.760719904
30/10/1995,583.25,0.006123857,-0.003000429,14.26,114.099998,0.61052,2.657458415,4.737075239
31/10/1995,581.5,-0.003000429,0.004677558,13.83,112.639999,-0.30049,2.626840146,4.724196884
01/11/1995,584.22,0.004677558,0.009414262,13.41,113.559998,0.46667,2.596000697,4.732331314
02/11/1995,589.72,0.009414262,0.001441362,13.19,113.379997,0.93702,2.579458967,4.730744982
03/11/1995,590.57,0.001441362,-0.003572819,12.26,111.610001,0.14403,2.506341931,4.715010661
06/11/1995,588.46,-0.003572819,-0.003636611,12.74,113.160004,-0.35792,2.54474665,4.728802782
07/11/1995,586.32,-0.003636611,0.009192932,13.05,112.32,-0.36432,2.568788134,4.72135194
08/11/1995,591.71,0.009192932,0.002619526,12.16,112.75,0.91509,2.498151877,4.725172978
09/11/1995,593.26,0.002619526,-0.000910225,12.46,112.449997,0.26161,2.522523513,4.722508652
10/11/1995,592.72,-0.000910225,-0.000708598,12.97,114.360001,-0.09106,2.562638998,4.739351376
13/11/1995,592.3,-0.000708598,-0.005081884,13.2,113.599998,-0.07088,2.58021683,4.732683489
14/11/1995,589.29,-0.005081884,0.007924791,13.38,112.779999,-0.50948,2.593761055,4.72543901
15/11/1995,593.96,0.007924791,0.005690619,12.95,112.480003,0.78936,2.561095788,4.722775455
16/11/1995,597.34,0.005690619,0.004570261,12.57,113.199997,0.56745,2.531313023,4.729156139
17/11/1995,600.07,0.004570261,-0.005366041,12.49,115.379997,0.45598,2.524928324,4.748231003
20/11/1995,596.85,-0.005366041,0.005679819,12.37,115.059998,-0.53805,2.515274186,4.745453714
21/11/1995,600.24,0.005679819,-0.00306544,11.74,115.82,0.56637,2.463001814,4.752037262
22/11/1995,598.4,-0.00306544,0.002623663,11.81,116.660004,-0.30701,2.46894663,4.759263756
24/11/1995,599.97,0.002623663,0.002250113,11.87,115.959999,0.26202,2.474014209,4.753245295
27/11/1995,601.32,0.002250113,0.008531231,12.43,117.5,0.22476,2.520112906,4.766438334
28/11/1995,606.45,0.008531231,0.001962239,11.57,119.059998,0.8495,2.448415541,4.779627551
29/11/1995,607.64,0.001962239,-0.003735765,11.65,118.620003,0.19603,2.45530618,4.775925132
30/11/1995,605.37,-0.003735765,0.002659531,11.58,117.290001,-0.37428,2.449279472,4.764649509
01/12/1995,606.98,0.002659531,0.011038255,11.11,116.650002,0.2656,2.407845604,4.759178016
04/12/1995,613.68,0.011038255,0.006518055,10.66,116.279999,1.09778,2.366498419,4.756001067
05/12/1995,617.68,0.006518055,0.004047403,11.65,120.18,0.64969,2.45530618,4.788990619
06/12/1995,620.18,0.004047403,-0.006465865,12.7,121.849998,0.40392,2.541601993,4.802790764
07/12/1995,616.17,-0.006465865,0.002126037,12.74,120.529999,-0.64869,2.54474665,4.791898676
08/12/1995,617.48,0.002126037,0.003303751,11.12,119.68,0.21238,2.408745289,4.784821514
11/12/1995,619.52,0.003303751,-0.001194473,11.06,119.57,0.32983,2.403334996,4.783901974
12/12/1995,618.78,-0.001194473,0.004702802,10.63,118.440002,-0.11952,2.363680192,4.77440652
13/12/1995,621.69,0.004702802,-0.007672634,10.36,118.290001,0.46918,2.337952237,4.773139245
14/12/1995,616.92,-0.007672634,-0.000940154,11.07,115.989998,-0.77022,2.404238747,4.753503963
15/12/1995,616.34,-0.000940154,-0.015462245,11.44,118.760002,-0.09406,2.437115986,4.777104667
18/12/1995,606.81,-0.015462245,0.008437567,14.55,117.830002,-1.5583,2.677590994,4.769242925
19/12/1995,611.93,0.008437567,-0.009788701,13.16,115.019997,0.84022,2.577181926,4.745106
20/12/1995,605.94,-0.009788701,0.007508994,12.2,115.07,-0.98369,2.501435952,4.745540639
21/12/1995,610.49,0.007508994,0.002407902,10.77,114.279999,0.74809,2.376764491,4.738651569
22/12/1995,611.96,0.002407902,0.003823779,11.51,113.669998,0.2405,2.443216223,4.733299496
26/12/1995,614.3,0.003823779,0.00037441,11.49,114.040001,0.38165,2.441477092,4.736549273
27/12/1995,614.53,0.00037441,-0.000667177,11.98,113.459999,0.03743,2.483238593,4.731450343
28/12/1995,614.12,-0.000667177,0.002947307,12.25,113.110001,-0.06674,2.505525937,4.728360805
29/12/1995,615.93,0.002947307,0.007793093,12.52,112,0.2943,2.527327366,4.718498871
02/01/1996,620.73,0.007793093,0.000950494,12.19,113.209999,0.77629,2.500615943,4.729244492
03/01/1996,621.32,0.000950494,-0.005826305,12.1,113.120003,0.095,2.493205453,4.728449229
04/01/1996,617.7,-0.005826305,-0.00160272,13.78,112.269997,-0.58433,2.623218266,4.720906658
05/01/1996,616.71,-0.00160272,0.002837638,13.58,113.260002,-0.1604,2.608598122,4.729686078
08/01/1996,618.46,0.002837638,-0.014568444,13.11,112.93,0.28336,2.573375298,4.726768158
09/01/1996,609.45,-0.014568444,-0.017999836,15.21,111.190002,-1.46756,2.721953106,4.711240468
10/01/1996,598.48,-0.017999836,0.007034487,16.4,116,-1.81638,2.797281335,4.753590191
11/01/1996,602.69,0.007034487,-0.00146012,14.69,113.739998,0.70099,2.68716699,4.733915124
12/01/1996,601.81,-0.00146012,-0.003306691,14.23,115.089996,-0.14612,2.655352412,4.745714396
15/01/1996,599.82,-0.003306691,0.014370978,14.99,116,-0.33122,2.707383312,4.753590191
16/01/1996,608.44,0.014370978,-0.003402143,14.09,115.959999,1.42687,2.645465326,4.753245295
17/01/1996,606.37,-0.003402143,0.003083926,14.25,113.360001,-0.34079,2.656756907,4.730568604
18/01/1996,608.24,0.003083926,0.005902275,13.58,113.260002,0.30792,2.608598122,4.729686078
19/01/1996,611.83,0.005902275,0.002566072,12.7,114.029999,0.58849,2.541601993,4.736461563
22/01/1996,613.4,0.002566072,-0.000994457,13.34,113.68,0.25628,2.59076704,4.733387484
23/01/1996,612.79,-0.000994457,0.011700583,13.56,114.339996,-0.0995,2.607124283,4.739176431
24/01/1996,619.96,0.011700583,-0.004726111,12.54,110.769997,1.16327,2.528923535,4.707455952
25/01/1996,617.03,-0.004726111,0.00743886,12.94,112.459999,-0.47373,2.560323289,4.722597594
26/01/1996,621.62,0.00743886,0.00418262,12,113.269997,0.74113,2.48490665,4.729774323
29/01/1996,624.22,0.00418262,0.009499856,12.19,110.739998,0.41739,2.500615943,4.707185093
30/01/1996,630.15,0.009499856,0.009315242,12.42,112.120003,0.9455,2.519308077,4.719569753
31/01/1996,636.02,0.009315242,0.003836357,12.53,113.75,0.92721,2.528125769,4.734003058
01/02/1996,638.46,0.003836357,-0.004103624,12.65,113,0.3829,2.537657215,4.727387819
02/02/1996,635.84,-0.004103624,0.00879152,13.23,115.190002,-0.41121,2.582486978,4.746582956
05/02/1996,641.43,0.00879152,0.007639181,13.46,115.809998,0.87531,2.599722324,4.7519509
06/02/1996,646.33,0.007639181,0.00556991,14.59,112.959999,0.76102,2.680336363,4.727033765
